Brand Name,City,Name,Latitude,Longitude,Phone,Fax,Email,Address
Fiat,Bangalore,Mps Motors,12.900848,77.572725,9940177000,,salesmanager-ngm@ramkay-fca.com,"GR Grand Plaza, Kanakapura Main Road, JP Nagar Phase 6, Sy. No. 70, Bangalore, Karnataka 560078"
Fiat,Bangalore,Vecto Motors,12.876007,77.647757,09686705500,,"sales@vectomotors.com,giri@vectomotors.com","No.58/1-a, Hosur Main Road, Singasindra, Near Popular Hospital & Research Centre, Bangalore, Karnataka 560068"
Fiat,Belgaum,Sutaria Automobiles,15.901585,74.521904,8314208822,,utariafiat@gmail.com,"Plot # 1M, Bauxite Road, Industrial Area, Kangrali, Belgaum, Karnataka 590010"
Fiat,Belgaum,Sutaria Fiat,15.901587,74.521903,8904897989,,Sutariafiat@Gmail.Com,"Plot # 1M, Bauxite Road, Kangrali Industrial Area, Belgaum, Karnataka 590010"
Fiat,Bangalore,Fiat Caffe - (also Exclusive Dealership Of Fiat Abarth),12.956696,77.641596,9035002267,,sanjai@khtagencies.com,"92/93, Koramangala Inner Ring road, Amarjyothi Layout, Bangalore, Karnataka 560071"
Fiat,Bangalore,Kht Agencies Private Limited,13.02455,77.546616,8494900001,,,"No.44, Tumkur Road, Opposite To Shell Petrol Pump, Industrial Suburb Service Road, Bangalore, Karnataka 560002"
Fiat,Bangalore,Mps Motors,12.900848,77.572725,9940177000,,salesmanager-ngm@ramkay-fca.com,"GR Grand Plaza, Kanakapura Main Road, JP Nagar Phase 6, Sy. No. 70, Bangalore, Karnataka 560078"
Fiat,Bangalore,Vecto Motors,12.876007,77.647757,09686705500,,"sales@vectomotors.com,giri@vectomotors.com","No.58/1-a, Hosur Main Road, Singasindra, Near Popular Hospital & Research Centre, Bangalore, Karnataka 560068"
Fiat,Bhubaneswar,Shree Bharat Motors,20.308542,85.886595,8599011316	,,"Srinivas.Dash@Bharats.in,bharath.ch@gmail.com","Plot No. 213/214, Nh-5, Pahal,balianta, Near Pratistha Automobiles, Bhubaneswar, Orissa 752101"
Fiat,Bijapur,Rohan Fiat,16.863043,75.742964,9742259842	,,"Rohanfiat.Service@Gmail.Com,Rohanfiat.Bijapur@Gmail.Com","Hanchinal, Near Ibrahimpur Railway Gate, Bijapur, Karnataka 586101"
Fiat,Bilaspur,Car Planet,22.079625,82.139141,8225870444	,,"Car.Planet.Raipur@Gmail.Com,nikk_211@yahoo.co.in","Uslapur, Near City Mall, Bilaspur, Chhattisgarh 495001"
Fiat,Kannur,Kvr Prestige Cars,11.874477,75.370366,8129702571 ,,jithinbhargavan@kvrfiat.com,"XI-193A,193B,193C & 193D, Kizhuthally,thazhe Chovva Po, Near K.p. Tower, Kannur, Kerala 670018"
Fiat,Chennai,R D C Fiat,13.026592,80.23119,9940222050,,smsales@rdcfiat.com,"NO.41, First Main Road, Cit Nagar, Nandanam, Opposite The Ark Veterinary Clinic, Chennai, Tamil Nadu 600035"
Fiat,Chennai,Ramkay Agencies,13.04781,80.108824,,,,"No: 18/6, Kattupakkam, Mount Poonamallee High Road, Chennai, Tamil Nadu 600056"
Fiat,Chennai,Ramkay Fca,13.053832,80.249416,9940177000,,jeep@ramkay-fca.com,"Old No. 179 New No. 8, Nungambakkam, Kodambakkam High Road, Chennai, Tamil Nadu 600034"
Fiat,Coimbatore,Srt Fiat,11.025346,76.951191,7375091626,,agm@srtgroup.co.in,"1151A, Meetupalayam Main Road, opp-Ganga Hospital, Coimbatore, Tamil Nadu 641001"
Fiat,Dehradun,Lsc Auto Wheels,30.269924,77.986364,8954800123	,,gmsales@lsc-fca.com,"Mohabewala Industrial Area, Saharanpur Road, Opp.Manav Kendra, Dehradun, Uttaranchal 248002"
Fiat,New Delhi,Landmark Lifestyle Fiat,28.662185,77.151716,,,,"Plot No.10A, Motinagar, Shivaji Marg, New Delhi, Delhi 110015"
Fiat,Ernakulam,Hyson Auto Sales,9.962003,76.240842,9526063500 ,,Smsalescochin@Hysonfiat.Com,"NO 32/2007B, Nh 47 Bye Pass, Vyttila, Fort Kochi, Ernakulam, Kerala 682032"
Fiat,Faridabad,Drs Motors,28.469978,77.306982,7840006582	,,Sales@Drsmotors.In,"12/7, Delhi Mathura Road, Sarai-khwaja, Near Crown Interize Mall, Faridabad, Haryana 121003"
Fiat,Goa,Mvr Automotive,15.470053,73.809355,08322463919,,info@mvr-fca.com,"15/53/a3, Miramar Highway, Caranzalem Miramar In Tiswadi, Opp Harley Davidson Showroom, Goa, Goa 403002"
Fiat,Gurgaon,Landmark Lifestyle Cars Pvt Ltd,19.116093,72.841533,,,,"G-4  B-1, Ground Floor, M G Road, Solitaire Plaza, Gurgaon, Haryana 120002"
Fiat,Gurgaon,Landmark Lifestyle Cars Pvt Ltd,19.116093,72.841533,,,,"G-4  B-1, Ground Floor, M G Road, Solitaire Plaza, Gurgaon, Haryana 120002"
Fiat,Guwahati,Green Valley Motors,26.164796,91.780111,8471933111,,maheshfiat@outlook.com,"G-1, Sohum Residency, R.G Baruah Road, Near NRL Petrol Pump, Guwahati, Assam 781028"
Fiat,Hubli,Bellad Enterprises Private Limited,15.417204,75.059581,8362218337,,ales1@bellad-fca.com,"Opp. NGEF, Rayapur, Hubli, P.B. Road, Hubli, Karnataka 580025"
Fiat,Hubli,Manickbag Fiat,15.383616,75.12243,9845268183 ,,Crmfiat@Manickbag.Com,"Billangadi Complex, Vidynagar, Opp P C Jabin College, Hubli, Karnataka 580031"
Fiat,Hubli,Manickbag Fiat,15.353708,75.142324,9663373625	,,Partsfiat@Manickbag.Com,"Block No 278, Dharwar Road, Bhairedevarkoppa, Near Kalghatgi Hospital, Hubli, Karnataka 580020"
Fiat,Hyderabad,A V Motors,17.44109,78.479124,9505516655,,Crefiat@Avmotors.Co.In,"D.No.:1-8-303/45, Minister Road, Bapu Bagh Colony, Near Chung Hua, Hyderabad, Telangana 500002"
Fiat,Hyderabad,Sree Krishna Automotives,17.429572,78.412602,9505100014,,sm@pridefca.com,"Plot no 240, Nirvana, Road no 36, Jubilee Hills, Road no 36, Jubilee Hills, Hyderabad, Telangana 500033"
Fiat,Imphal,Nr Traders,24.82,93.95,8974008839 ,,Kiran-Nameirakpam@Yahoo.In,"Nh 102, Canchipur, Opposite Manipur University, Imphal, Manipur 795003"
Fiat,Indore,Satguru Engitech,22.69065,75.864791,7771010422,,satguru.fca@gmail.com,"10, Vishnu Puri, A.B. road, Vishnupuri, Near Medisquare Hospital, Indore, Madhya Pradesh 452001"
Fiat,Jabalpur,Khatwani Motors,23.155982,79.920389,7970111110,,info@khatwani-fca.com,"1142, Nagpur Main Road, Madan Mahal, Near Gulati Pump, Opposite Axis Bank - Bhasin Acropolis, Jabalpur, Madhya Pradesh 482001"
Fiat,Jaipur,Akar Cars Private Limited,26.987011,75.777203,1414709999,,jeepjaipur@rediffmail.com,"B-123A, Road No.9, Industrial Area, Vishwakarma, Jaipur, Rajasthan 302016"
Fiat,Jaipur,Akar Cars Private Limited,26.916023,75.79147,1414709999,,,"S-1, Fathe Singh Ki Dharamshaal, kalward Scheme, Station Road, Gopal bari, Jaipur, Rajasthan 302001"
Fiat,Jaipur,Sgpl Fiat,26.899844,75.742017,9983663428	,,Santoshgarage@Gmail.Com,"6, Santosh Gargage Building, Ajmer Road, Gopal Bari, Govind Nagar, Jaipur, Rajasthan 302013"
Fiat,Jalandhar,Goyal Jeep,31.29548,75.652087,8287688853,,salesjeep.jal@gitanshgroup.com,"G.T Road, Khajurla, Near Haveli, Jalandhar, Punjab 144409"
Fiat,Jammu,National Fiat,32.726602,74.857026,9086030100	,0191-2484400-02,Salesmanager@Nationalfiat.Com,"Nh1 A,bye Pass Road, Greater Kailash Chowk Fuwara Chowk, Near S.k. Farm, Jammu, Jammu and Kashmir 180011"
Fiat,Jamshedpur,Titania Auto Cars,22.820071,86.094135,,,,"229, Main Road, Gamharia, Saraikela Karshawan, Khata No.28, PO: Gamharia, Usha More, Jamshedpur, Jharkhand 832108"
Fiat,Jodhpur,Pc Bhandari Fiat,26.236556,73.000957,9414879342,,Chiragbhandari2008@Gmail.Com,"E-329/A, Road No 8, Basni 2nd Phase,basni, Opposite Aiims Hospital, Jodhpur, Rajasthan 342008"
Fiat,Kannur,Kvr Prestige Cars,11.874477,75.370366,8129702571 ,,jithinbhargavan@kvrfiat.com,"XI-193A,193B,193C & 193D, Kizhuthally,thazhe Chovva Po, Near K.p. Tower, Kannur, Kerala 670018"
Fiat,Kanpur,Smart Motors,26.482529,80.343146,7897995046	,," Mangalam26@Bsnl.In,Smartmotorsfiat@Outlook.Com","Plot No.01,14/75, Near Merchants Chamber Hall, Civil Lines, Collectorate Pl, Kanpur, Uttar Pradesh 208001"
Fiat,Karnal,Rahul Pam Pvt Ltd,29.647463,76.983438,,,,"G.T. Road, 118-119 Milestone, NH-1, Karnal, Haryana 132001"
Fiat,Kolhapur,Aaron Fiat,16.699833,74.248647,9765178585,,Gm@Aaronfiat.Com,"1169 B/2, Rajaram Road, “E” Ward, Kolhapur, Maharashtra 416008"
Fiat,Kolkata,Celica Automobiles,22.55143,88.353803,9051035485,,info@celica.in,"24, Park Street, Ground Floor of Annex Building, Kolkata, West Bengal 700016"
Fiat,Kota,Mundra Automobiles,25.133826,75.865124,7665012393 ,,mundrafiatcars@gmail.com,"G-10, Automobile Zone, Road No.5, Ipia, Near Tata Moters, Kota, Rajasthan 324005"
Fiat,Kurnool,Shivani Automotives,15.850869,78.005554,8518-251777,,shivanifiatcars@gmail.com,"Balaji Nagar, NH-44, Kurnool, Andhra Pradesh 518006"
Fiat,Lucknow,Classic Fiat,26.883115,80.931983,7375092131,,"classic.cars08@gmail.com,QAZI.4ALL@GMAIL.COM","Daliganj Railway Crossing Sitapur Road, Peeli Kothi, Triveni Nagar, Near Central Bank Of India, Lucknow, Uttar Pradesh 226020"
Fiat,Ludhiana,Goyal Jeep,30.857347,75.936155,7527007240,,salesjeep.ldh@gitanshgroup.com,"adjoining IBP Petrol Pump, Vill. Jugiana, G.T Road, Ludhiana, Punjab 141014"
Fiat,Ludhiana,Gitansh Autos Pvt Ltd,30.84712,75.937539,8872022222,,info@gitanshgroup.com,"GT Road, Ludhiana, Jugiana, Ludhiana, Punjab 141014"
Fiat,Madurai,Aras Pvpv Motori,9.951367,78.093587,9585277888,,salesmanager.mdu@arasgroup.org,"35/1, Dindigul National Highways, Vilangudi, Near ARC Parcel Service, Madurai, Tamil Nadu 625018"
Fiat,Meerut,Crystal Motors,28.922851,77.652043,,,sales@crystal-fca.com,"Khsra No- 363/2, Delhi Road, Village - Kundra, Kunda Gate Partapur, Meerut, Uttar Pradesh 250103"
Fiat,Mohali,Wsl Automobile,30.71675,76.702055,8195018887,,gm@wheelsfiat.com,"Plot No. D-144, Industrial Area Phase - 7, Near Competent, Mohali, Punjab 160055"
Fiat,Mumbai,Landmark Lifestyle Cars,18.989547,72.813566,7045877721,,,"D block, Dr Annie Besant Rd, Worli,  Shiv Sagar Estate, Mumbai, Maharashtra 400018"
Fiat,Mumbai,Landmark Lifestyle Cars Pvt Ltd,19.126134,72.854007,7045877737,,,"Peninsula Heights, C.D., Andheri (W), Barfiwala Marg, Juhu lane, Mumbai, Maharashtra 400058"
Fiat,Mysore,Urs Kar,12.330683,76.603031,9980141142,,Cre.Fiat@Urskar.Com,"201, Hunsur Main Road, Hinkal, Near The Monark Hotel, Mysore, Karnataka 570017"
Fiat,Nagpur,Central Avenue Trading Company Private Limited,21.15126,79.143868,9881722001,,amit.dange@jaikacars.com,"Plot No.40, Jalaram Nagar, Near Railway Crossing, Old Bhandara Road, Nagpur, Maharashtra 440008"
Fiat,Nashik,Moahrir Auto Trade Pvt Ltd,19.991994,73.745664,8446670555,,jeepnashik@gmail.com,"Trimbak Road, Plot.No.07, S.No.1043/02/02, Nashik, Maharashtra 422005"
Fiat,New Delhi,Landmark Lifestyle Fiat,28.662185,77.151716,,,,"Plot No.10A, Motinagar, Shivaji Marg, New Delhi, Delhi 110015"
Fiat,Panaji,Quadros Motors Private Limited,15.486345,73.820601,8411004077,,rufusquadros@gmail.com,"Shop No.2, Panaji, Dukle Arcade, St. Inez, Panaji, Goa 403001"
Fiat,Patna,Rrukmani Group Automobiles,25.600507,85.183215,7739555545,,Rukmanibuildtech@gmail.com,"Kankarbagh Main Road, Kumhrar, Near Kumhrar Park, Patna, Bihar 800020"
Fiat,Pune,Sky Moto Automobiles,18.603272,73.75259,7375880728,,Businesshead@skymoto-fca.com,"102, Pushpak Business Hub, Pune-Mumbai Highway, Chowk, Wakad, Pune, Maharashtra 411057"
Fiat,Pune,Sky Moto Fiat,18.530668,73.829883,7375880728,,Businesshead@skymoto-fca.com,"Ground Floor, B Wing, ICC Tower, S.B. Road, Shivaaji Nagar, Near Pantaloon Mall, Pune, Maharashtra 411005"
Fiat,Raipur,Car Planet,21.234021,81.592501,9617774019,0771-2227615,"Service.Acrm@Gmail.Com,Car.Planet.Raipur@Gmail.Com","Ring Road No.01, Upadhyay Nagar, Raipura, Opp. Deen Dayal Police Station, Raipur, Chhattisgarh 492001"
Fiat,Rajkot,Pride Fiat,22.244128,70.800398,9228009900	,,Sales@Pridefiat.Com,"National Highway 8b, Gondal Road, Gondal Ahmedabad,by Pass Circle, Beside Of Fly Over, Rajkot, Gujarat 360004"
Fiat,Ranchi,K P Automobiles,23.349378,85.335105,7781017903 ,,Kpautoranchi@Gmail.Com,"H.b Road, Lalpur Chowk,jharkhand, Near Hotel Arya, Ranchi, Jharkhand 834001"
Fiat,Ranchi,K.p Automobiles Pvt Ltd,23.376413,85.354115,6512542822,,kpautoranchi@gmail.com,"H.B Road  Near Post, Ranchi, Office  Kokar, Ranchi, Jharkhand 834001"
Fiat,Salem,The True Sai Works,11.682989,78.125935,9994077227 ,, Fiatsales@Thetruesai.Com,"Omalur Main Road, Narasodhipatti, Near Hotel Grand Estancia, Salem, Tamil Nadu 636001"
Fiat,Satara,Krishna Fiat,17.70014,74.047638,7719999912 ,,Rajeshgangatirkar@Gmail.Com,"SR.NO.522B/523B/513, At.post.wadhe, Near Hotel Vithal Kamats Original Family Restaurant, Satara, Maharashtra 415003"
Fiat,Solan,Tapan Industries,30.887718,77.088321,8629000372,,fcaservicemanagersolan@tapan.industries,"Barog Bye Pass, Solan, Goyal Complex-1, Shamlech, Solan, Himachal Pradesh 173211"
Fiat,Sonipat,Sahil Fiat,28.974805,77.018234,8222857570,,smsales@sahilfiat.com,"E-56/57, Main Rohtak Road, Gohana, Near Hindu Vidya Mandir, Sonipat, Haryana 131001"
Fiat,Srinagar,Arg Automobiles,34.030609,74.793509,9596888330,,,"Sanatnagar, Goripora Bypass, Srinagar, Jammu and Kashmir 190001"
Fiat,Surat,Sukrit Fiat,21.153035,72.778829,9725209292 ,,Sm@Sukritautolink.Com,"G1 & G2, Someshwar Cross Road, Udhna Magdalla Road, Vesu,milagro Mile Stone, Near Vir Narmad South Gujarat University, Surat, Gujarat 395007"
Fiat,Thiruvananthapuram,Deedi Motors,8.50692,76.908263,04712741009,,info@deedi-fca.com,"NH Bypass, Anayara P.O, Erumalathop, Venpalavattom, Thiruvananthapuram, Kerala 695029"
Fiat,Tiruchirappalli,Jayaraj Karz Fiat,10.744055,78.641983,,,,"152/2, Tiruchy-Madurai Main Road, Trichirappalli  Trichy, Panjapur, Tiruchirappalli, Tamil Nadu 620012"
Fiat,Tirunelveli,Rehoboth Cars Pvt Ltd,8.742244,77.716131,8220133335,,salesrehobothfiat@gmail.com,"134/135 - 5A, Madurai, Kanya Kumari 4 Way Lane, Tirunelveli, Reddiarpatti, Tirunelveli, Tamil Nadu 627007"
Fiat,Thiruvananthapuram,Deedi Motors,8.50692,76.908263,04712741009,,info@deedi-fca.com,"NH Bypass, Anayara P.O, Erumalathop, Venpalavattom, Thiruvananthapuram, Kerala 695029"
Fiat,Udaipur,Nidhi Kamal Company,24.574002,73.746999,8094111189,,gm@nidhikamalfca.com,"E- 78, Nidhi kamal Jeep, Mewar Industrial Area, Madri, Udaipur, Rajasthan 313001"
Fiat,Vadodara,Bhaskara Fiat,22.339696,73.177944,,,,"460, Opposite GSFC Colony Entrance, Old NH - 8  Dashrath, Near Ashok Leyland, Vadodara, Gujarat 390002"
Fiat,Vijayawada,Turbo Automotives,16.514943,80.704933,9298505555,,Turbofiat@Gmail.Com,"Nh-5 Main Road, Enikepadu, Opp. Enikepadu Panchayat Office, Vijayawada, Andhra Pradesh 521108"
Fiat,Visakhapatnam,Orange Automobiles Pvt Ltd,17.742622,83.260514,7799888247,,fca.sm@orangeauto.in,"Ground Floor, RR House, Visakhapatnam, Narasimha Nagar, Visakhapatnam, Andhra Pradesh 530024"
Fiat,Visakhapatnam,Orange Automobiles Pvt Ltd,17.742622,83.260514,7799888247,,fca.sm@orangeauto.in,"Ground Floor, RR House, Visakhapatnam, Narasimha Nagar, Visakhapatnam, Andhra Pradesh 530024"
Force,Agra,Shiel Autos,27.240124,77.840593,9897188000,,,"Plot No. 50, opp. Ananad Engineering College, Arsena, Agra, Uttar Pradesh 282007"
Force,Ahmedabad,Balubhai Motors,22.985554,72.500364,079-26820074,,,"Bhavani Centre, N.h. 8a, Sarkhej, Nr. Sapna Cinema, Ahmedabad, Gujarat 382210"
Force,Ahmednagar,Anuron Force,19.093311,74.746685,8983560089 ,,force@anuron.co.in,"Old Sarosh Motors, Gpo Road, College Area, Near Hotel Ashoka, Ahmednagar, Maharashtra 414001"
Force,Amritsar,Karan Motors,31.655544,74.932131,0183-6573777,,,"G.t. Road, Near Bye Pass, Amritsar, Punjab 143001"
Force,Angul,Adarsha Motors,20.80921,85.067984,9348257124,,,"Plot No: 3334/4272, Rantalei, Near Rto Office, Angul, Orissa 759132"
Force,Aurangabad,Shriram Cars,19.875466,75.370054,02402488004,,,"A-28, Shendra, Shendra Five Star M.I.D.C, Aurangabad, Maharashtra 431201"
Force,Bangalore,Khivraj Force,12.878004,77.64717,9448008395,,suvsales@kivrajforce.com,"234/131, Hosur Main Road, Singsandra, Next To Dakshin Honda Showroom, Bangalore, Karnataka 560068"
Force,Barshi,Shukla Force,18.256076,75.704483,9422644162,02184-226405,Shuklaautomobiles@gmail.com,"Plot No. 2-4-6-8-10, Cancer Hospital Road (gatachi Wadi), Industrial Estate No 3,sector A, Near Gatachi Wadi, Barshi, Maharashtra 413401"
Force,Bangalore,Khivraj Force,12.878004,77.64717,9448008395,,suvsales@kivrajforce.com,"234/131, Hosur Main Road, Singsandra, Next To Dakshin Honda Showroom, Bangalore, Karnataka 560068"
Force,Kozhikode,Pmh Force,11.220129,75.801306,0495-2321775,,,"Door No: 23/1248 B, Pulikkal Building, Thiruvannur(po), Meenchanda Bypass Road, Kozhikode, Kerala 673029"
Force,Kannur,G G Motors,11.85612,75.412521,4972835675,,,"Thottada, S. N. College Junction, Kannur, Kerala 670001"
Force,Chandigarh,Broadway Force,30.705742,76.807973,0172-2655313,0172-5052075,BROADWAY.CHD@GMAIL.COM,"Plot 75, Industrial Area Phase 1, Near To Bhushan Sales, Chandigarh, Chandigarh 160002"
Force,Chandrapur,Shakti Engineering,19.971919,79.301361,9890013217,,,"Morwa (padoli), Kanda Layout, Chandrapur, Maharashtra 442402"
Force,Chennai,M P C Force,13.047749,80.187862,9600084889,044-28583737,salesmager@mpc.com,"New No:85, Plot noFB4, Sidco Industrial Complex, Ambattur, Near Hcl Technologies, Chennai, Tamil Nadu 600058"
Force,Coimbatore,Nm & Co Force,11.002427,76.966754,9843884920,0422-2239828,smuthukrishn@forcemotors.com,"No 68, Nm & Co Force, Dr. Nanjappa Road, Att Colony, Near J&m Bake World, Coimbatore, Tamil Nadu 641018"
Force,New Delhi,Rohit Autowheels,28.362878,77.314651,9810578768,,,"K – 279, Nh–1, G.t. Karnal Road, Bhghat Singh Park, New Delhi, Delhi 110042"
Force,New Delhi,Tapl Force,28.660724,77.151636,9811999840,,TAPL_RAMA@YAHOO.COM,"33-33 A, Shivaji Marg, Rama Road Industrial Area, Near Haldiram, New Delhi, Delhi 110015"
Force,Dimapur,Vardhaman Automobile,25.881733,93.761423,8730888803,,,"Nh-29, Artc, Near Dto Office, 3rd Mile, Dimapur, Nagaland 797115"
Force,Dindigul,Kumar Auto Force,10.388826,77.937293,7373747570,,,"68/1, Kamatchipuram, Palani Main Road, Dindigul, Tamil Nadu 624001"
Force,Ernakulam,Poomkudy Force,10.017686,76.30308,9846338575,0484-2535276,forcesaleskochi@poomkudy.com,"34/1810 C, Poomkudy House, 2nd Floor, Nh-47 Road Bank Junction, Edappally, Nr State Bank Of Travancore, Ernakulam, Kerala 682011"
Force,Gaya,Vision Motocorp,24.73234,84.966565,7488601347,,,"Bodhgaya, Near Gaya Industrial Area, Gaya, Bihar 824232"
Force,Goa,Kamat Force,15.426389,73.898889,7798887480,,santarkar@forcemotors.com,"Nh17, Agassaim, Padribhat Near Police Station, Goa, Goa 403204"
Force,Guntur,Prakrit Motors,16.321275,80.481678,8636532324,,,"Phase-4, Auto Nagar, 100 Ft. Road, Guntur, Andhra Pradesh 522002"
Force,Guwahati,Pibco Enterprises Pvt Ltd,26.15899,91.773549,0361-2340997,,,"G.s. Road, Ananda Nagar, Christan Basti, Guwahati, Assam 781005"
Force,Hoshiarpur,Rustej Automobiles,32.307493,75.601415,7589303022,,,"Near Amber Palace, Tanda Road, Hoshiarpur, Punjab 146001"
Force,Hubli,Desai & Co,15.322699,75.110788,8352250429,,,"Near Shikarkhane Cross, Station Road, Hubli, Karnataka 580020"
Force,Hyderabad,Saboo Force,17.449121,78.437762,04023703333,,,"Mch No.7-1-638 To 643 & 643/1, Beside Esi Hospital, Bhanu Enclave, Hyderabad, Telangana 500038"
Force,Indore,Betala Auto Sales,22.783399,75.908579,8889311176,,,"90, A B Road, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010"
Force,Jabalpur,Agrawal Motors,23.177957,79.925419,9425412028,,aayushamj@gmail.com,"B.p.complex, Baldeobag, Jeewan Colony, Jabalpur, Madhya Pradesh 482002"
Force,Jaipur,Ess Pee Automotive,26.9112562,75.7832485,01415184049,,,"616, 4th Floor, Ajmer Road, Anchor Mall, Jaipur, Rajasthan 302006"
Force,Jaisalmer,Pragati Motors,26.928569,70.924681,9462247751,,,"Transport Nagar, Pragati Motors, Jaisalmer, Rajasthan 345001"
Force,Jodhpur,Chandra Sons,26.284405,72.990586,0291-2762606,,,"28 A, Pratap Nagar, Near National Handloom, Jodhpur, Rajasthan 342005"
Force,Kannur,G G Motors,11.85612,75.412521,4972835675,,,"Thottada, S. N. College Junction, Kannur, Kerala 670001"
Force,Kolhapur,Amit Force,16.686574,74.273773,2312615044,,,"Opp.mac Donald Restaurant, Adssul Mala, Sharnobatwadi, Kolhapur, Maharashtra 416119"
Force,Kolkata,Usg Automobiles Pvt Ltd,22.553518,88.356573,03322178964,,,"74B, Srachi Towers, Opp - Jora Girja, Ajc Bose Road, Kolkata, West Bengal 700016"
Force,Kozhikode,Pmh Force,11.220129,75.801306,0495-2321775,,,"Door No: 23/1248 B, Pulikkal Building, Thiruvannur(po), Meenchanda Bypass Road, Kozhikode, Kerala 673029"
Force,Latur,Garje Motors,18.409032,76.538512,2382220757,,,"Plot No X-7, Behind PVR Talkies, Midc Area, Latur, Maharashtra 413531"
Force,Ludhiana,Soni Force,30.89656,75.875526,0161-4617880,0161-5050880,deepakj@forcemotors.com,"2581/10, R K Road, Industrial Area A, Near Cheema Chowk, Ludhiana, Punjab 141003"
Force,Mandi,Ram Hari Motors,31.707767,76.935151,01905-246961,,,"V.p.o. Gutkar, Teh. Sadar, Nh 21, Mandi, Himachal Pradesh 175021"
Force,Mangalore,Mangalore Force,12.905741,74.838317,0824-2455250,,,"No. 5-403/1, Nh 66, Kottara Chowki, Oppo. Canara Bank, Mangalore, Karnataka 575006"
Force,Mohali,Bhambra Motors,30.730877,76.704133,1725063600,,,"Plot No. C-55, Phase-6, Industrial Area, Mohali, Punjab 160055"
Force,Mumbai,S P Automotive,19.101803,72.890353,9224233662,022-66848880,pmahal@forcemotors.com,"Shop no.3/4,Plot No.3, Munshi Compouund, Kashimira Mira Road, Western Express Highway , Near Shell Bharat Petrol Pump, Mumbai, Maharashtra 401109"
Force,Mysore,Kshatriya Motors,12.29305,76.658978,8212404555,,,"83/5 G.g. Block, Hootaghalli, Hunsur-mysore Main Road, Mysore, Karnataka 570001"
Force,Nagercoil,Suvetha Force,8.189653,77.420615,9443134474,,,"504A/1A, M.s.road, Vetturni Madam Post, Near Alpha Matriculation Higher Secondary School, Nagercoil, Tamil Nadu 629003"
Force,Nanded,Sushil Motors,19.154888,77.320211,02462-242105,,,"Shop No. 18 to 22, Hingoli Gate, Guru Teg Bahaddur Market, Chikhalwadi Road, Nanded, Maharashtra 431603"
Force,Nashik,Positive Wheels,19.996214,73.80169,7722039152,,,"Plot No. 2, Takoli Road Corner, Sandhu Shopping Complex, Nashik, Maharashtra 422006"
Force,New Delhi,Rohit Autowheels,28.362878,77.314651,9810578768,,,"K – 279, Nh–1, G.t. Karnal Road, Bhghat Singh Park, New Delhi, Delhi 110042"
Force,New Delhi,Tapl Force,28.660724,77.151636,9811999840,,TAPL_RAMA@YAHOO.COM,"33-33 A, Shivaji Marg, Rama Road Industrial Area, Near Haldiram, New Delhi, Delhi 110015"
Force,Pathanamthitta,National Motors,11.256879,75.778766,4682325144,,,"Near College Jn, Kottackal Building, Pathanamthitta, Kerala 689645"
Force,Patiala,H R Automobile,30.344027,76.435312,0175-5012245,,,"Rajpura Road, Hira Bagh, Near Jain Petrol Pump, Patiala, Punjab 147001"
Force,Patna,Shaktee Automobiles,25.609342,85.142568,9693214178,,,"Saguna More, Khagaul Road, Patna, Bihar 801505"
Force,Port Blair,Ag Motors,11.611346,92.745629,03192-260077,,,"Prothpore, Brich Gunj Junction, Port Blair, Andaman and Nicobar 744101"
Force,Pune,Force Motors,18.535544,73.830072,9922912619,,,"Shop No 6, Icc Tower, Senapati Bapat Road, Near Viiraaj Volvo, Pune, Maharashtra 411016"
Force,Pune,Mahalaxmi Motors,18.495133,73.977682,9765561743,,,"No . 36/1C, Pune Solapur Highway, Tal Haveli, Manjari Farm, Pune, Maharashtra 412307"
Force,Shillong,Bomver Force,25.566847,91.856866,3642560194,,,"3rd Mile, Upper Shillong, Bomphyll Market, Shillong, Meghalaya 793014"
Force,Thrissur,Radhia Motors,10.539704,76.192374,4872380655,,,"Punkunnam, Guruvayoor Road, Thrissur, Kerala 680002"
Force,Vadodara,Sayaji Tempo,22.246589,73.188921,8000211318,,,"485/B1/GIDC, Makarpura, Shreeji Nagar, Vadodara, Gujarat 390010"
Force,Vijayawada,Saboo Brothers,16.509673,80.675767,9552558809,,,"54-11-11, Survey No 473 & 482, Plot No 3, Phase 3, Jawahar Autonagar, Off Mahanadu Road, Vijayawada, Andhra Pradesh 520001"
ICML,Agra,Chawla & Co.,27.210375,77.996203,9258073113,,govindchawla1@gmail.com,"421/3, Bye-pass Road, Transport Nagar, Near Saptrishi Apartments, Agra, Uttar Pradesh 282007"
ICML,Ahmedabad,M B Auto Tech,22.995189,72.632118,,,,"GF -8, J.b.r Arcade, Science City Road, Opposte Satyam Complex, Ahmedabad, Gujarat 380016"
ICML,Aligarh,Shanti Motors,27.872621,78.103152,9837237601,,g.fhalini75@gmail.com,"G T Road, Beema Nagar, Sarsol, Soot Mill, Aligarh, Uttar Pradesh 202001"
ICML,Balasore,Akarshan Motors,21.494977,86.942658,9437512600,,,"Bhimpura Chakk,januganj, Opposite Hotel Torrento, Balasore, Orissa 756019"
ICML,Belgaum,Bobati Motors,15.876809,74.508326,9886437515,,bobatimotors@gmail.com,"R.S. No 73/7, Gandhi Nagar Main Road, Sadashiv Nagar, Next To Hp Petrol Pump, Belgaum, Karnataka 590016"
